order_id,pincode,category,customer_past_rto_count,pincode_historical_rto_rate,category_baseline_rto_rate,cart_value_category_std_dev,item_quantity_anomaly_score,is_night_order,phone_order_velocity_7d,device_account_reuse_count,account_age_days,address_char_length,address_tfidf_ambiguity_score,hub_distance_km,is_cod_selected,is_novel_pincode,is_flash_sale_cart_value,is_rto
ORD_303_00076,PIN_042,Books,0,0.25,0.01764705882352941,4.0,0.25,0,1,1,248,76,0.0885,94.54,0,0,0,0
ORD_303_00077,PIN_035,Beauty,0,0.05714285714285714,0.02,-1.0936,0.3333,1,1,1,215,56,0.3316,72.44,0,0,0,0
ORD_303_00078,PIN_024,Electronics,0,0.26666666666666666,0.5535911602209945,-1.7568,0.3333,0,2,1,5,46,0.5264,59.01,1,0,0,1
ORD_303_00079,PIN_028,Electronics,0,0.0625,0.5535911602209945,-1.635,0.3333,0,2,1,12,71,0.4376,57.87,1,0,0,1
ORD_303_00080,PIN_061,Apparel,0,0.45454545454545453,0.19776119402985073,-1.1345,0.4,0,4,1,395,30,0.2939,133.75,1,0,0,0
ORD_303_00081,PIN_037,Apparel,0,0.21875,0.19776119402985073,-0.2393,0.4,1,2,1,121,43,0.1698,71.28,1,0,0,0
ORD_303_00082,PIN_068,Electronics,0,0.225,0.5535911602209945,-1.807,0.3333,0,4,1,115,50,0.5756,120.03,1,0,0,1
ORD_303_00083,PIN_028,Apparel,0,0.0625,0.19776119402985073,0.3327,0.2,0,0,1,25,49,0.2738,54.01,1,0,0,0
ORD_303_00084,PIN_064,Home,0,0.13157894736842105,0.03017241379310345,3.4184,0.25,0,5,1,357,63,0.3635,123.45,0,0,0,0
ORD_303_00085,PIN_002,Apparel,0,0.15,0.19776119402985073,3.0248,0.2,0,6,1,10,34,0.4537,24.16,1,0,0,1
ORD_303_00086,PIN_029,Beauty,0,0.16666666666666666,0.02,-1.0923,0.1667,1,5,1,642,44,0.383,53.79,0,0,0,0
ORD_303_00087,PIN_067,Home,0,0.19444444444444445,0.03017241379310345,1.4565,0.25,0,5,1,116,35,0.0488,131.17,0,0,0,0
ORD_303_00088,PIN_081,Apparel,0,0.375,0.19776119402985073,4.0,0.2,0,6,1,126,42,0.0986,151.36,1,0,0,0
ORD_303_00089,PIN_041,Beauty,1,0.21875,0.02,4.0,0.1667,0,5,1,172,34,0.0862,88.16,0,0,0,0
ORD_303_00090,PIN_094,Home,0,0.23985718922427784,0.03017241379310345,3.596,0.25,0,2,1,584,23,0.2065,164.78,0,1,1,0
ORD_303_00091,PIN_074,Apparel,0,0.23076923076923078,0.19776119402985073,3.5604,0.2,0,2,1,295,45,0.137,120.88,0,0,0,0
ORD_303_00092,PIN_053,Electronics,0,0.22857142857142856,0.5535911602209945,-0.9039,3.0,1,4,1,58,55,0.1058,102.7,1,0,0,0
ORD_303_00093,PIN_020,Beauty,0,0.2413793103448276,0.02,1.3679,0.3333,0,3,1,97,61,0.2106,40.25,1,0,0,0
ORD_303_00094,PIN_031,Apparel,0,0.1875,0.19776119402985073,4.0,2.0,0,2,1,181,60,0.2108,55.98,1,0,0,0
ORD_303_00095,PIN_066,Home,0,0.34210526315789475,0.03017241379310345,-0.5079,0.25,1,1,1,534,48,0.2579,109.67,0,0,0,0
ORD_303_00096,PIN_036,Apparel,0,0.3,0.19776119402985073,1.301,0.2,1,2,1,262,43,0.1582,60.61,1,0,0,0
ORD_303_00097,PIN_059,Apparel,0,0.21739130434782608,0.19776119402985073,-0.0715,0.2,0,2,1,30,63,0.6316,111.32,0,0,0,0
ORD_303_00098,PIN_032,Electronics,0,0.11538461538461539,0.5535911602209945,-1.1093,0.6667,0,2,1,106,60,0.4183,60.17,0,0,0,0
ORD_303_00099,PIN_054,Apparel,0,0.34782608695652173,0.19776119402985073,3.9218,0.2,0,0,1,299,49,0.4274,107.8,1,0,0,0
ORD_303_00100,PIN_086,Home,0,0.3783783783783784,0.03017241379310345,-1.1897,0.25,0,2,1,62,45,0.2476,154.98,1,0,0,0
ORD_303_00101,PIN_065,Apparel,0,0.2619047619047619,0.19776119402985073,-1.4515,0.2,1,1,1,421,33,0.312,114.48,1,0,0,0
ORD_303_00102,PIN_058,Electronics,1,0.28125,0.5535911602209945,-0.183,0.3333,0,2,1,357,40,0.1943,106.82,0,0,0,0
ORD_303_00103,PIN_019,Apparel,0,0.13513513513513514,0.19776119402985073,4.0,0.2,0,0,1,1340,41,0.0742,29.14,0,0,0,0
ORD_303_00104,PIN_036,Electronics,1,0.3,0.5535911602209945,-1.6259,0.3333,1,2,1,668,42,0.054,63.13,0,0,0,0
ORD_303_00105,PIN_003,Beauty,0,0.275,0.02,4.0,0.3333,0,6,1,425,38,0.0841,23.83,0,0,0,0
ORD_303_00106,PIN_066,Books,0,0.34210526315789475,0.01764705882352941,0.8792,0.25,0,4,1,166,53,0.221,123.36,1,0,0,0
ORD_303_00107,PIN_032,Electronics,0,0.11538461538461539,0.5535911602209945,-1.9145,1.0,1,3,1,248,21,0.311,63.84,1,0,0,1
ORD_303_00108,PIN_026,Apparel,0,0.1891891891891892,0.19776119402985073,1.6162,0.2,0,3,1,132,17,0.3828,45.6,0,0,0,0
ORD_303_00109,PIN_087,Books,0,0.23333333333333334,0.01764705882352941,-0.0708,0.25,0,2,1,54,28,0.4708,164.33,1,0,0,0
ORD_303_00110,PIN_051,Home,0,0.375,0.03017241379310345,-1.6343,0.25,0,3,1,246,37,0.749,104.33,0,0,0,0
ORD_303_00111,PIN_089,Apparel,0,0.3888888888888889,0.19776119402985073,-0.9451,0.2,1,1,1,44,55,0.1621,139.02,1,0,0,0
ORD_303_00112,PIN_060,Apparel,0,0.25806451612903225,0.19776119402985073,4.0,2.0,0,6,1,238,45,0.5663,114.01,0,0,0,0
ORD_303_00113,PIN_054,Apparel,0,0.34782608695652173,0.19776119402985073,1.369,0.4,0,5,1,190,41,0.1828,104.78,1,0,0,0
ORD_303_00114,PIN_035,Electronics,0,0.05714285714285714,0.5535911602209945,-0.9994,0.3333,0,2,1,390,53,0.5014,77.31,0,0,0,0
ORD_303_00115,PIN_082,Books,0,0.25,0.01764705882352941,3.6287,0.5,0,4,1,11,26,0.3203,147.29,1,0,0,0
ORD_303_00116,PIN_038,Electronics,0,0.14634146341463414,0.5535911602209945,-1.8976,0.3333,0,3,1,594,32,0.2742,76.43,1,0,0,0
ORD_303_00117,PIN_099,Apparel,0,0.23985718922427784,0.19776119402985073,2.4995,0.2,0,2,1,93,13,0.487,189.99,1,1,1,1
ORD_303_00118,PIN_094,Apparel,1,0.23985718922427784,0.19776119402985073,4.0,1.2,0,4,1,934,48,0.2355,179.32,0,1,1,0
ORD_303_00119,PIN_042,Apparel,1,0.25,0.19776119402985073,-0.8513,0.4,0,4,1,365,40,0.0133,85.21,0,0,0,0
ORD_303_00120,PIN_092,Apparel,0,0.23985718922427784,0.19776119402985073,-0.4787,0.6,0,2,1,5,49,0.4508,170.56,0,1,1,0
ORD_303_00121,PIN_073,Apparel,0,0.25,0.19776119402985073,-1.6413,0.2,0,2,2,73,22,0.5171,129.59,1,0,0,1
ORD_303_00122,PIN_066,Home,0,0.34210526315789475,0.03017241379310345,-0.3803,0.5,0,2,1,224,45,0.3852,134.56,0,0,0,0
ORD_303_00123,PIN_087,Beauty,0,0.23333333333333334,0.02,-0.3789,0.3333,1,4,1,44,56,0.3836,149.77,0,0,0,0
ORD_303_00124,PIN_034,Books,0,0.22580645161290322,0.01764705882352941,-1.0518,0.25,0,1,1,193,46,0.3907,65.83,0,0,0,0
ORD_303_00125,PIN_011,Books,0,0.10810810810810811,0.01764705882352941,4.0,0.25,0,3,1,379,41,0.1861,38.21,1,0,0,0
ORD_303_00126,PIN_072,Home,0,0.3548387096774194,0.03017241379310345,-1.2808,0.25,0,2,1,173,23,0.1245,116.66,1,0,0,0
ORD_303_00127,PIN_036,Apparel,0,0.3,0.19776119402985073,-1.3651,0.2,1,2,1,11,58,0.1453,72.17,0,0,0,0
ORD_303_00128,PIN_044,Electronics,1,0.21428571428571427,0.5535911602209945,-1.7242,0.3333,1,2,1,6,37,0.055,88.23,0,0,0,0
ORD_303_00129,PIN_062,Books,0,0.4,0.01764705882352941,3.9683,0.25,0,1,1,141,10,0.1465,118.44,0,0,0,0
ORD_303_00130,PIN_069,Apparel,0,0.25806451612903225,0.19776119402985073,0.6877,0.2,0,1,1,105,31,0.2514,134.08,1,0,0,0
ORD_303_00131,PIN_080,Electronics,0,0.32,0.5535911602209945,-1.8911,0.3333,0,4,1,338,33,0.4243,137.37,0,0,0,0
ORD_303_00132,PIN_049,Beauty,2,0.23333333333333334,0.02,1.5633,0.3333,0,1,1,119,58,0.2849,98.22,1,0,0,0
ORD_303_00133,PIN_023,Apparel,0,0.1875,0.19776119402985073,1.1883,0.6,0,1,1,534,41,0.3677,52.36,1,0,0,0
ORD_303_00134,PIN_057,Apparel,0,0.25,0.19776119402985073,-1.6245,0.2,0,2,1,13,19,0.2477,112.34,1,0,0,0
ORD_303_00135,PIN_031,Apparel,0,0.1875,0.19776119402985073,0.8004,0.2,1,2,1,487,41,0.4606,62.45,1,0,0,0
ORD_303_00136,PIN_086,Home,0,0.3783783783783784,0.03017241379310345,-0.5187,0.25,0,2,1,324,38,0.2642,151.34,1,0,0,0
ORD_303_00137,PIN_026,Apparel,1,0.1891891891891892,0.19776119402985073,-1.4813,0.6,1,4,1,924,54,0.4333,55.59,1,0,0,0
ORD_303_00138,PIN_093,Electronics,1,0.23985718922427784,0.5535911602209945,-1.6082,0.3333,0,3,1,472,45,0.3122,155.81,0,1,1,0
ORD_303_00139,PIN_069,Apparel,0,0.25806451612903225,0.19776119402985073,-0.3498,2.0,0,3,1,373,49,0.3375,122.77,1,0,0,0
ORD_303_00140,PIN_029,Home,0,0.16666666666666666,0.03017241379310345,-0.8401,0.25,0,1,1,608,59,0.2735,63.78,1,0,0,0
ORD_303_00141,PIN_076,Electronics,0,0.4117647058823529,0.5535911602209945,-1.052,0.3333,1,2,3,28,26,0.1816,139.5,1,0,0,1
ORD_303_00142,PIN_060,Electronics,0,0.25806451612903225,0.5535911602209945,-1.3678,0.3333,0,2,1,317,66,0.0591,105.22,0,0,0,0
ORD_303_00143,PIN_055,Apparel,1,0.19047619047619047,0.19776119402985073,3.3434,0.8,0,3,1,184,62,0.2823,108.56,1,0,0,1
ORD_303_00144,PIN_100,Beauty,1,0.23985718922427784,0.02,3.3889,0.1667,0,6,1,56,44,0.4816,175.88,0,1,1,0
ORD_303_00145,PIN_019,Beauty,0,0.13513513513513514,0.02,4.0,0.3333,0,5,1,51,41,0.1968,30.0,1,0,0,0
ORD_303_00146,PIN_021,Apparel,0,0.15151515151515152,0.19776119402985073,4.0,0.2,0,0,1,301,49,0.2902,44.51,1,0,0,0
ORD_303_00147,PIN_080,Electronics,0,0.32,0.5535911602209945,-1.057,1.0,0,3,1,48,70,0.0727,155.17,1,0,0,0
ORD_303_00148,PIN_098,Apparel,0,0.23985718922427784,0.19776119402985073,3.6352,0.2,0,1,1,160,15,0.4194,180.31,0,1,1,0
ORD_303_00149,PIN_006,Apparel,2,0.23529411764705882,0.19776119402985073,-1.1767,0.2,0,1,1,94,46,0.2479,15.72,1,0,0,1
ORD_303_00150,PIN_073,Home,0,0.25,0.03017241379310345,-0.8642,0.25,0,3,1,464,67,0.1768,129.21,1,0,0,0
ORD_303_00151,PIN_058,Home,0,0.28125,0.03017241379310345,-1.4431,0.25,0,1,1,38,38,0.3883,115.56,1,0,0,0
ORD_303_00152,PIN_082,Home,0,0.25,0.03017241379310345,0.4718,0.25,0,0,1,207,50,0.118,144.04,1,0,0,0
ORD_303_00153,PIN_037,Home,0,0.21875,0.03017241379310345,-0.1263,0.5,0,0,1,1001,53,0.2214,78.82,1,0,0,0
ORD_303_00154,PIN_044,Books,0,0.21428571428571427,0.01764705882352941,3.4696,0.25,1,1,1,134,40,0.1906,90.34,1,0,0,0
ORD_303_00155,PIN_097,Electronics,0,0.23985718922427784,0.5535911602209945,-1.7125,0.3333,0,6,1,223,41,0.0741,171.8,1,1,1,1
ORD_303_00156,PIN_026,Electronics,0,0.1891891891891892,0.5535911602209945,-1.4041,0.3333,0,5,2,14,47,0.3552,67.85,1,0,0,1
ORD_303_00157,PIN_088,Apparel,0,0.29411764705882354,0.19776119402985073,-1.1231,1.0,0,1,1,147,45,0.118,155.76,1,0,0,0
ORD_303_00158,PIN_001,Electronics,0,0.1282051282051282,0.5535911602209945,-1.3006,3.3333,0,0,1,57,42,0.172,18.54,1,0,0,0
ORD_303_00159,PIN_029,Apparel,1,0.16666666666666666,0.19776119402985073,-1.0098,0.2,1,5,1,3,45,0.2566,56.5,1,0,0,1
ORD_303_00160,PIN_090,Apparel,0,0.42424242424242425,0.19776119402985073,-0.3873,0.2,1,1,1,828,49,0.1101,172.42,1,0,0,0
ORD_303_00161,PIN_052,Home,0,0.2571428571428571,0.03017241379310345,-0.6285,0.25,1,2,1,15,56,0.1843,92.39,0,0,0,0
ORD_303_00162,PIN_100,Beauty,0,0.23985718922427784,0.02,4.0,1.0,0,1,1,63,71,0.3984,174.1,0,1,1,0
ORD_303_00163,PIN_092,Apparel,0,0.23985718922427784,0.19776119402985073,4.0,0.2,0,4,1,306,55,0.0647,171.64,0,1,1,0
ORD_303_00164,PIN_009,Electronics,1,0.23684210526315788,0.5535911602209945,-1.6575,0.3333,0,2,2,221,20,0.152,13.5,1,0,0,1
ORD_303_00165,PIN_060,Apparel,0,0.25806451612903225,0.19776119402985073,-0.1279,0.2,0,3,1,144,37,0.129,117.05,1,0,0,0
ORD_303_00166,PIN_024,Electronics,0,0.26666666666666666,0.5535911602209945,-1.9184,0.3333,0,3,1,147,77,0.6004,55.42,0,0,0,0
ORD_303_00167,PIN_043,Apparel,0,0.34615384615384615,0.19776119402985073,1.3473,0.4,0,1,1,153,39,0.3228,83.86,0,0,0,0
ORD_303_00168,PIN_100,Electronics,0,0.23985718922427784,0.5535911602209945,-1.8192,1.3333,0,2,1,135,55,0.4152,176.63,0,1,1,0
ORD_303_00169,PIN_082,Beauty,1,0.25,0.02,-0.3579,0.3333,0,5,2,92,45,0.0887,147.03,1,0,0,0
ORD_303_00170,PIN_037,Apparel,0,0.21875,0.19776119402985073,0.8032,0.4,0,2,1,99,30,0.292,75.38,1,0,0,0
ORD_303_00171,PIN_092,Books,0,0.23985718922427784,0.01764705882352941,4.0,0.25,0,3,1,154,33,0.1127,148.53,1,1,1,0
ORD_303_00172,PIN_098,Apparel,0,0.23985718922427784,0.19776119402985073,4.0,0.2,0,1,1,51,54,0.5027,180.4,0,1,1,0
ORD_303_00173,PIN_077,Electronics,0,0.358974358974359,0.5535911602209945,-0.5134,0.3333,0,3,1,604,44,0.3974,138.64,0,0,0,0
ORD_303_00174,PIN_090,Apparel,0,0.42424242424242425,0.19776119402985073,4.0,0.2,1,2,1,123,48,0.1106,165.28,1,0,0,0
ORD_303_00175,PIN_019,Beauty,0,0.13513513513513514,0.02,3.9246,0.1667,0,0,1,141,41,0.3036,40.56,1,0,0,0
ORD_303_00176,PIN_055,Home,0,0.19047619047619047,0.03017241379310345,0.696,0.25,0,1,1,83,61,0.0711,100.16,1,0,0,0
ORD_303_00177,PIN_083,Apparel,0,0.3404255319148936,0.19776119402985073,-0.5079,0.2,0,3,1,15,30,0.2901,154.98,1,0,0,0
ORD_303_00178,PIN_014,Apparel,0,0.20689655172413793,0.19776119402985073,-1.6265,0.2,0,2,1,382,59,0.2608,46.49,1,0,0,0
ORD_303_00179,PIN_056,Electronics,0,0.25,0.5535911602209945,-1.3954,0.3333,1,1,1,221,48,0.4933,99.76,1,0,0,1
ORD_303_00180,PIN_022,Apparel,0,0.15384615384615385,0.19776119402985073,-1.1919,0.2,0,2,1,222,51,0.5148,51.51,0,0,0,0
ORD_303_00181,PIN_018,Electronics,0,0.18421052631578946,0.5535911602209945,-1.6128,0.3333,0,4,1,566,55,0.0837,46.12,1,0,0,0
ORD_303_00182,PIN_064,Apparel,0,0.13157894736842105,0.19776119402985073,4.0,0.2,0,3,1,217,18,0.25,118.33,0,0,0,0
