order_id,pincode,category,customer_past_rto_count,pincode_historical_rto_rate,category_baseline_rto_rate,cart_value_category_std_dev,item_quantity_anomaly_score,is_night_order,phone_order_velocity_7d,device_account_reuse_count,account_age_days,address_char_length,address_tfidf_ambiguity_score,hub_distance_km,is_cod_selected,is_novel_pincode,is_flash_sale_cart_value,is_rto
ORD_101_00056,PIN_001,Books,0,0.1282051282051282,0.01764705882352941,1.4505,0.25,0,5,1,85,50,0.3611,1.0,1,0,0,0
ORD_101_00057,PIN_023,Electronics,0,0.1875,0.5535911602209945,-1.7173,0.6667,0,3,1,209,49,0.2061,34.76,0,0,0,0
ORD_101_00058,PIN_054,Books,0,0.34782608695652173,0.01764705882352941,3.7581,0.25,0,2,1,363,46,0.1958,96.11,1,0,0,0
ORD_101_00059,PIN_071,Electronics,0,0.43243243243243246,0.5535911602209945,-1.0874,0.3333,0,1,1,101,38,0.2588,130.31,1,0,0,1
ORD_101_00060,PIN_059,Home,0,0.21739130434782608,0.03017241379310345,4.0,0.25,0,0,1,172,47,0.3179,112.02,0,0,0,0
ORD_101_00061,PIN_014,Electronics,0,0.20689655172413793,0.5535911602209945,-1.3939,0.3333,0,0,1,907,52,0.3032,35.86,0,0,0,0
ORD_101_00062,PIN_075,Electronics,0,0.26666666666666666,0.5535911602209945,-1.9181,0.6667,1,3,1,332,62,0.1086,133.26,1,0,0,0
ORD_101_00063,PIN_015,Electronics,0,0.1724137931034483,0.5535911602209945,-1.2844,1.0,0,2,1,71,55,0.1131,27.11,0,0,0,0
ORD_101_00064,PIN_077,Books,0,0.358974358974359,0.01764705882352941,4.0,0.25,0,2,2,511,37,0.1498,138.38,0,0,0,0
ORD_101_00065,PIN_040,Home,0,0.21428571428571427,0.03017241379310345,-1.0963,0.25,0,2,1,296,31,0.3705,80.85,1,0,0,0
ORD_101_00066,PIN_010,Home,0,0.24444444444444444,0.03017241379310345,3.4314,0.25,0,2,1,311,57,0.29,19.68,0,0,0,0
ORD_101_00067,PIN_044,Apparel,0,0.21428571428571427,0.19776119402985073,-0.5,2.0,0,1,1,131,72,0.41,75.09,1,0,0,0
ORD_101_00068,PIN_044,Electronics,1,0.21428571428571427,0.5535911602209945,-1.54,0.3333,0,1,1,87,37,0.2942,81.23,1,0,0,1
ORD_101_00069,PIN_014,Apparel,0,0.20689655172413793,0.19776119402985073,-1.4065,0.2,0,4,1,233,65,0.7086,33.22,1,0,0,1
ORD_101_00070,PIN_003,Apparel,0,0.275,0.19776119402985073,-0.1646,0.2,1,0,1,384,22,0.523,13.55,1,0,0,0
ORD_101_00071,PIN_002,Books,0,0.15,0.01764705882352941,4.0,0.5,0,3,1,49,41,0.1607,9.45,1,0,0,0
ORD_101_00072,PIN_032,Apparel,0,0.11538461538461539,0.19776119402985073,1.9885,0.4,0,1,1,670,59,0.2662,64.73,0,0,0,0
ORD_101_00073,PIN_002,Home,1,0.15,0.03017241379310345,0.3549,0.25,0,3,1,627,44,0.3656,23.61,0,0,0,0
ORD_101_00074,PIN_025,Apparel,0,0.21052631578947367,0.19776119402985073,-1.1551,0.2,0,4,1,194,35,0.4972,47.64,1,0,0,0
ORD_101_00075,PIN_065,Books,0,0.2619047619047619,0.01764705882352941,4.0,0.25,0,2,1,39,55,0.5587,128.79,1,0,0,0
ORD_101_00076,PIN_057,Beauty,0,0.25,0.02,4.0,0.1667,0,0,1,983,57,0.3136,116.14,1,0,0,0
ORD_101_00077,PIN_082,Books,0,0.25,0.01764705882352941,4.0,0.5,0,0,1,134,68,0.0833,136.13,0,0,0,0
ORD_101_00078,PIN_058,Electronics,1,0.28125,0.5535911602209945,-1.7876,0.3333,1,1,1,273,49,0.4957,102.11,1,0,0,1
ORD_101_00079,PIN_002,Beauty,0,0.15,0.02,3.6362,0.1667,1,3,1,649,39,0.4724,17.65,1,0,0,0
ORD_101_00080,PIN_017,Apparel,0,0.24242424242424243,0.19776119402985073,3.1771,0.2,0,3,2,78,68,0.5177,45.12,1,0,0,1
ORD_101_00081,PIN_030,Apparel,0,0.09090909090909091,0.19776119402985073,-1.2151,0.2,0,1,1,218,55,0.1399,60.12,1,0,0,0
ORD_101_00082,PIN_071,Apparel,0,0.43243243243243246,0.19776119402985073,4.0,0.6,1,2,1,309,48,0.2999,125.14,1,0,0,0
ORD_101_00083,PIN_026,Electronics,0,0.1891891891891892,0.5535911602209945,-1.8235,0.3333,0,2,1,111,58,0.2533,64.25,1,0,0,0
ORD_101_00084,PIN_083,Beauty,0,0.3404255319148936,0.02,-1.2318,0.1667,1,1,1,212,46,0.3237,146.24,1,0,0,0
ORD_101_00085,PIN_081,Apparel,0,0.375,0.19776119402985073,2.5274,0.4,0,4,1,248,18,0.6993,149.04,1,0,0,1
ORD_101_00086,PIN_080,Electronics,1,0.32,0.5535911602209945,-1.6795,0.3333,1,4,3,186,24,0.2722,154.26,1,0,0,1
ORD_101_00087,PIN_079,Home,0,0.2571428571428571,0.03017241379310345,1.0275,0.25,0,4,1,339,69,0.4996,131.03,1,0,0,0
ORD_101_00088,PIN_024,Electronics,0,0.26666666666666666,0.5535911602209945,-0.5916,0.3333,0,4,1,592,36,0.5411,57.32,1,0,0,1
ORD_101_00089,PIN_003,Apparel,0,0.275,0.19776119402985073,2.2587,0.2,0,1,1,253,47,0.4119,9.15,1,0,0,0
ORD_101_00090,PIN_020,Home,0,0.2413793103448276,0.03017241379310345,-0.1802,0.5,0,4,2,329,60,0.1105,50.33,1,0,0,0
ORD_101_00091,PIN_080,Apparel,0,0.32,0.19776119402985073,4.0,0.4,0,4,1,193,38,0.2756,139.81,0,0,0,0
ORD_101_00092,PIN_049,Electronics,0,0.23333333333333334,0.5535911602209945,-1.2367,0.3333,0,3,1,201,53,0.2613,90.62,1,0,0,0
ORD_101_00093,PIN_056,Apparel,0,0.25,0.19776119402985073,-1.1414,0.2,0,1,1,181,77,0.1537,106.73,1,0,0,0
ORD_101_00094,PIN_005,Apparel,0,0.06666666666666667,0.19776119402985073,-1.1824,0.2,0,2,2,507,60,0.426,23.43,1,0,0,0
ORD_101_00095,PIN_013,Apparel,0,0.16666666666666666,0.19776119402985073,3.3427,0.2,0,3,1,812,49,0.1767,42.28,0,0,0,0
ORD_101_00096,PIN_057,Electronics,0,0.25,0.5535911602209945,-1.3081,0.6667,0,1,1,332,20,0.0983,118.7,0,0,0,0
ORD_101_00097,PIN_053,Electronics,0,0.22857142857142856,0.5535911602209945,-1.8756,2.0,0,3,1,102,34,0.0152,102.35,0,0,0,0
ORD_101_00098,PIN_024,Books,0,0.26666666666666666,0.01764705882352941,4.0,0.25,0,2,1,106,38,0.4048,54.36,1,0,0,0
ORD_101_00099,PIN_018,Apparel,0,0.18421052631578946,0.19776119402985073,-1.6328,0.2,0,0,1,159,44,0.1808,34.67,1,0,0,0
ORD_101_00100,PIN_003,Apparel,1,0.275,0.19776119402985073,-0.5898,0.2,0,2,1,60,16,0.4965,5.79,1,0,0,1
ORD_101_00101,PIN_044,Home,0,0.21428571428571427,0.03017241379310345,-1.4813,0.5,0,2,1,112,38,0.0916,85.78,0,0,0,0
ORD_101_00102,PIN_048,Apparel,0,0.21621621621621623,0.19776119402985073,0.6871,0.2,0,4,1,992,33,0.4862,84.93,0,0,0,0
ORD_101_00103,PIN_038,Electronics,0,0.14634146341463414,0.5535911602209945,-1.6676,0.6667,1,6,1,184,50,0.0411,64.57,1,0,0,0
ORD_101_00104,PIN_012,Apparel,0,0.2571428571428571,0.19776119402985073,-0.0719,0.2,0,1,1,632,48,0.3402,31.48,1,0,0,0
ORD_101_00105,PIN_075,Apparel,0,0.26666666666666666,0.19776119402985073,3.9706,0.2,0,4,1,311,37,0.0668,146.92,0,0,0,0
ORD_101_00106,PIN_067,Apparel,0,0.19444444444444445,0.19776119402985073,0.3664,0.2,0,4,1,116,33,0.4358,117.85,1,0,0,1
ORD_101_00107,PIN_039,Electronics,0,0.2647058823529412,0.5535911602209945,-1.4474,0.3333,1,2,1,5,43,0.645,76.73,1,0,0,1
ORD_101_00108,PIN_009,Apparel,0,0.23684210526315788,0.19776119402985073,-0.6795,0.4,0,3,1,268,60,0.337,28.11,1,0,0,0
ORD_101_00109,PIN_065,Electronics,1,0.2619047619047619,0.5535911602209945,-1.3116,0.3333,1,3,1,63,52,0.1088,125.96,1,0,0,1
ORD_101_00110,PIN_029,Books,0,0.16666666666666666,0.01764705882352941,4.0,0.5,0,1,1,78,42,0.1797,65.65,1,0,0,0
ORD_101_00111,PIN_067,Apparel,0,0.19444444444444445,0.19776119402985073,-0.0375,0.2,0,1,1,772,60,0.1896,115.97,1,0,0,0
ORD_101_00112,PIN_027,Home,0,0.1875,0.03017241379310345,-0.7926,0.25,0,4,1,110,35,0.6407,62.0,1,0,0,0
ORD_101_00113,PIN_047,Apparel,0,0.2727272727272727,0.19776119402985073,4.0,0.2,0,3,1,362,88,0.246,104.77,1,0,0,0
ORD_101_00114,PIN_016,Apparel,0,0.20930232558139536,0.19776119402985073,1.9455,0.2,0,2,1,463,36,0.0701,47.35,1,0,0,0
ORD_101_00115,PIN_057,Apparel,1,0.25,0.19776119402985073,-0.2048,0.2,1,3,1,532,34,0.2974,111.85,1,0,0,1
ORD_101_00116,PIN_036,Electronics,0,0.3,0.5535911602209945,-1.3532,0.3333,0,1,1,924,45,0.2676,83.13,0,0,0,0
ORD_101_00117,PIN_076,Home,0,0.4117647058823529,0.03017241379310345,-1.7893,0.25,1,3,1,426,46,0.1673,134.78,1,0,0,0
ORD_101_00118,PIN_052,Electronics,0,0.2571428571428571,0.5535911602209945,-1.3876,0.3333,1,4,1,74,51,0.3446,102.3,1,0,0,1
ORD_101_00119,PIN_023,Electronics,0,0.1875,0.5535911602209945,-1.2822,0.3333,1,3,2,166,34,0.3506,41.61,1,0,0,1
ORD_101_00120,PIN_053,Books,0,0.22857142857142856,0.01764705882352941,-0.1566,0.25,0,2,1,385,61,0.7224,90.83,0,0,0,0
ORD_101_00121,PIN_033,Apparel,0,0.15151515151515152,0.19776119402985073,4.0,0.2,0,3,1,183,47,0.1227,55.24,1,0,0,0
ORD_101_00122,PIN_052,Apparel,0,0.2571428571428571,0.19776119402985073,4.0,0.4,0,0,1,191,39,0.0804,107.44,0,0,0,0
ORD_101_00123,PIN_050,Home,0,0.375,0.03017241379310345,-1.1972,1.0,0,0,1,312,25,0.1001,103.45,1,0,0,0
ORD_101_00124,PIN_081,Electronics,0,0.375,0.5535911602209945,-1.329,0.3333,1,3,1,590,62,0.1101,164.35,1,0,0,0
ORD_101_00125,PIN_012,Apparel,0,0.2571428571428571,0.19776119402985073,-0.7323,0.2,0,3,2,108,29,0.2335,28.42,1,0,0,0
ORD_101_00126,PIN_071,Apparel,0,0.43243243243243246,0.19776119402985073,1.5804,0.2,0,2,2,722,46,0.4465,116.21,0,0,0,0
ORD_101_00127,PIN_036,Home,0,0.3,0.03017241379310345,-0.8669,0.25,0,2,1,67,55,0.0592,74.62,1,0,0,0
ORD_101_00128,PIN_050,Electronics,0,0.375,0.5535911602209945,-1.5531,0.3333,0,2,1,401,52,0.3816,92.5,1,0,0,0
ORD_101_00129,PIN_005,Apparel,0,0.06666666666666667,0.19776119402985073,-1.0891,0.2,0,4,1,188,55,0.1631,31.84,1,0,0,0
ORD_101_00130,PIN_055,Books,0,0.19047619047619047,0.01764705882352941,4.0,0.5,0,2,1,473,48,0.4697,105.51,0,0,0,0
ORD_101_00131,PIN_037,Apparel,0,0.21875,0.19776119402985073,-0.096,0.2,0,3,1,254,33,0.6295,64.04,1,0,0,1
ORD_101_00132,PIN_023,Apparel,0,0.1875,0.19776119402985073,-1.2523,0.4,0,1,1,89,74,0.0686,36.88,1,0,0,0
ORD_101_00133,PIN_066,Electronics,1,0.34210526315789475,0.5535911602209945,-1.1708,0.3333,1,0,1,467,54,0.1693,112.55,0,0,0,0
ORD_101_00134,PIN_012,Electronics,0,0.2571428571428571,0.5535911602209945,0.3304,0.3333,0,4,2,35,54,0.3685,43.45,0,0,0,0
ORD_101_00135,PIN_035,Books,0,0.05714285714285714,0.01764705882352941,2.1033,0.25,0,4,1,52,39,0.1138,76.75,0,0,0,0
ORD_101_00136,PIN_083,Books,0,0.3404255319148936,0.01764705882352941,-0.0562,0.25,0,2,1,348,46,0.095,142.13,1,0,0,0
ORD_101_00137,PIN_052,Books,0,0.2571428571428571,0.01764705882352941,4.0,0.25,1,3,2,732,50,0.5716,92.14,1,0,0,0
ORD_101_00138,PIN_029,Apparel,0,0.16666666666666666,0.19776119402985073,2.6027,0.2,0,4,1,334,43,0.1199,66.18,1,0,0,0
ORD_101_00139,PIN_005,Apparel,1,0.06666666666666667,0.19776119402985073,3.1086,0.2,1,3,1,133,51,0.2029,8.2,1,0,0,0
ORD_101_00140,PIN_066,Electronics,0,0.34210526315789475,0.5535911602209945,-1.7892,0.3333,0,5,1,205,55,0.1331,126.27,0,0,0,0
ORD_101_00141,PIN_057,Beauty,0,0.25,0.02,4.0,0.1667,1,2,1,81,53,0.4447,103.19,0,0,0,0
ORD_101_00142,PIN_031,Apparel,1,0.1875,0.19776119402985073,-0.1713,0.6,0,1,1,87,71,0.47,67.95,0,0,0,0
ORD_101_00143,PIN_067,Electronics,0,0.19444444444444445,0.5535911602209945,-1.4378,0.3333,0,1,1,132,65,0.1943,129.12,0,0,0,0
ORD_101_00144,PIN_012,Electronics,2,0.2571428571428571,0.5535911602209945,-1.674,0.3333,0,2,1,294,49,0.4391,19.33,1,0,0,1
ORD_101_00145,PIN_071,Apparel,0,0.43243243243243246,0.19776119402985073,-0.5829,0.2,0,3,1,126,42,0.1961,145.22,1,0,0,0
ORD_101_00146,PIN_089,Home,0,0.3888888888888889,0.03017241379310345,0.7601,0.25,0,2,1,1194,49,0.6184,152.77,1,0,0,0
ORD_101_00147,PIN_048,Home,0,0.21621621621621623,0.03017241379310345,-0.6873,0.25,0,1,1,158,18,0.0672,96.71,0,0,0,0
ORD_101_00148,PIN_045,Electronics,1,0.2777777777777778,0.5535911602209945,-0.224,0.3333,1,3,1,729,54,0.0981,103.98,1,0,0,0
ORD_101_00149,PIN_022,Books,0,0.15384615384615385,0.01764705882352941,4.0,0.25,0,1,1,68,44,0.1135,61.62,1,0,0,0
ORD_101_00150,PIN_039,Home,0,0.2647058823529412,0.03017241379310345,-1.7669,0.25,0,3,1,343,43,0.3538,82.94,0,0,0,0
ORD_101_00151,PIN_060,Beauty,1,0.25806451612903225,0.02,-1.2045,0.1667,0,3,1,365,27,0.1731,94.25,0,0,0,0
ORD_101_00152,PIN_006,Electronics,0,0.23529411764705882,0.5535911602209945,-1.466,0.3333,0,2,1,1351,66,0.284,24.09,0,0,0,0
ORD_101_00153,PIN_033,Electronics,0,0.15151515151515152,0.5535911602209945,-1.8537,0.3333,1,2,1,194,32,0.306,61.64,0,0,0,0
ORD_101_00154,PIN_020,Home,1,0.2413793103448276,0.03017241379310345,-1.3841,0.5,1,3,1,335,66,0.0814,33.82,0,0,0,0
ORD_101_00155,PIN_001,Books,1,0.1282051282051282,0.01764705882352941,3.0604,0.25,0,3,1,436,45,0.3618,16.86,0,0,0,0
ORD_101_00156,PIN_059,Apparel,0,0.21739130434782608,0.19776119402985073,4.0,0.2,0,3,1,356,63,0.1617,99.41,0,0,0,0
ORD_101_00157,PIN_077,Electronics,0,0.358974358974359,0.5535911602209945,-0.8373,0.3333,0,0,1,218,48,0.3595,132.68,1,0,0,0
ORD_101_00158,PIN_016,Apparel,0,0.20930232558139536,0.19776119402985073,0.4404,0.2,0,2,1,49,50,0.3191,25.68,1,0,0,0
ORD_101_00159,PIN_086,Beauty,0,0.3783783783783784,0.02,3.4237,0.1667,0,1,1,24,55,0.1208,165.14,0,0,0,0
ORD_101_00160,PIN_057,Beauty,0,0.25,0.02,2.0785,0.1667,0,6,1,161,51,0.546,122.99,0,0,0,0
ORD_101_00161,PIN_021,Electronics,0,0.15151515151515152,0.5535911602209945,-1.0453,0.3333,1,0,1,45,44,0.2352,51.81,0,0,0,0
ORD_101_00162,PIN_087,Electronics,0,0.23333333333333334,0.5535911602209945,0.3134,0.3333,0,5,1,177,53,0.3662,156.87,0,0,0,0
ORD_101_00163,PIN_002,Apparel,1,0.15,0.19776119402985073,0.9867,0.4,0,4,1,331,44,0.4481,13.27,0,0,0,0
ORD_101_00164,PIN_072,Apparel,0,0.3548387096774194,0.19776119402985073,-1.3837,0.2,0,5,1,342,41,0.5128,131.92,1,0,0,1
ORD_101_00165,PIN_068,Beauty,1,0.225,0.02,4.0,0.1667,0,2,1,61,50,0.1114,116.69,1,0,0,0
ORD_101_00166,PIN_070,Apparel,0,0.2682926829268293,0.19776119402985073,4.0,2.0,0,2,1,679,43,0.1233,135.48,1,0,0,0
ORD_101_00167,PIN_085,Electronics,0,0.25,0.5535911602209945,-1.5925,0.3333,0,0,1,580,37,0.1556,160.9,1,0,0,0
ORD_101_00168,PIN_020,Apparel,0,0.2413793103448276,0.19776119402985073,0.7811,0.2,1,4,1,253,53,0.3332,37.84,1,0,0,0
ORD_101_00169,PIN_083,Electronics,0,0.3404255319148936,0.5535911602209945,-1.6827,0.3333,0,4,1,239,68,0.2154,152.59,1,0,0,0
ORD_101_00170,PIN_061,Home,0,0.45454545454545453,0.03017241379310345,1.9134,0.25,1,4,1,273,53,0.4154,106.3,0,0,0,0
ORD_101_00171,PIN_046,Books,0,0.23529411764705882,0.01764705882352941,4.0,0.75,0,1,4,117,35,0.5997,103.18,0,0,0,0
ORD_101_00172,PIN_088,Apparel,2,0.29411764705882354,0.19776119402985073,-1.5773,0.2,0,4,1,5,40,0.083,159.25,1,0,0,1
ORD_101_00173,PIN_036,Electronics,0,0.3,0.5535911602209945,-1.7677,1.0,0,5,1,280,22,0.3473,77.03,0,0,0,0
ORD_101_00174,PIN_077,Beauty,0,0.358974358974359,0.02,4.0,0.1667,0,1,1,37,43,0.2446,135.24,0,0,0,0
ORD_101_00175,PIN_088,Apparel,0,0.29411764705882354,0.19776119402985073,3.0505,0.2,0,1,1,391,30,0.4062,161.84,0,0,0,0
ORD_101_00176,PIN_077,Electronics,2,0.358974358974359,0.5535911602209945,-1.5655,0.3333,0,2,1,194,57,0.3011,136.32,0,0,0,0
ORD_101_00177,PIN_062,Electronics,0,0.4,0.5535911602209945,-1.7525,0.6667,0,4,1,65,46,0.5017,115.77,1,0,0,1
ORD_101_00178,PIN_071,Apparel,0,0.43243243243243246,0.19776119402985073,1.5917,1.2,0,3,1,472,48,0.0974,123.48,1,0,0,0
ORD_101_00179,PIN_009,Beauty,0,0.23684210526315788,0.02,4.0,0.1667,0,3,1,135,68,0.3138,35.07,1,0,0,0
ORD_101_00180,PIN_003,Electronics,0,0.275,0.5535911602209945,-1.1122,0.3333,0,0,1,807,42,0.5873,22.47,1,0,0,0
ORD_101_00181,PIN_046,Home,0,0.23529411764705882,0.03017241379310345,-0.4314,0.25,1,2,1,232,63,0.086,96.51,1,0,0,0
ORD_101_00182,PIN_032,Electronics,0,0.11538461538461539,0.5535911602209945,-1.6251,0.3333,0,1,1,531,41,0.1324,64.43,1,0,0,0
ORD_101_00183,PIN_054,Beauty,0,0.34782608695652173,0.02,3.1139,0.3333,0,5,2,193,61,0.1458,97.85,1,0,0,0
